type,title,release_year,duration,listed_in,description
TV Show,Her Private Life,2019,1 Season,TV Comedies,"An art curator's life unravels, as she tries to keep her pastime as a die-hard K-pop fan secret from her gallery's new director."
TV Show,Never Have I Ever,2021,2 Seasons,TV Comedies,"After a traumatic year, all an Indian-American teen wants is to go from pariah to popular — but friends, family and feelings won’t make it easy on her."
TV Show,Heist,2021,1 Season,Crime TV Shows,Millions in stolen cash. Missing luxury bourbon. Watch ordinary people almost get away with these extraordinary heists in this true crime series.
TV Show,My Unorthodox Life,2021,1 Season,Reality TV,"Follow Julia Haart, Elite World Group CEO and a former member of an ultra-Orthodox Jewish community, and her adult kids in this reality series."
TV Show,Ridley Jones,2021,1 Season,Kids TV,Curious kid Ridley and her friends protect the Museum of Natural History’s treasures and keep its magical secret safe: Everything comes alive at night!
TV Show,Atypical,2021,4 Seasons,TV Comedies,"When a teen on the autism spectrum decides to get a girlfriend, his bid for more independence puts his whole family on a path of self-discovery."
TV Show,Biohackers,2021,2 Seasons,TV Dramas,A medical student enters a top German university on a secret mission to uncover a conspiracy linking a family tragedy to a visionary biology professor.
TV Show,How to Become a Tyrant,2021,1 Season,Docuseries,"Ruling with an iron fist requires an aspiring dictator to know the playbook for absolute power, as history's despots prove in this sardonic docuseries."
TV Show,The Cook of Castamar,2021,1 Season,Romantic TV Shows,"In 1720 Madrid, a talented cook catches the eye of a widowed duke just as he returns to aristocratic society. Based on the novel by Fernando J. Múñez."
TV Show,Virgin River,2021,3 Seasons,TV Dramas,"Searching for a fresh start, a nurse practitioner moves from LA to a remote northern California town and is surprised by what – and who – she finds."
TV Show,Elize Matsunaga: Once Upon a Crime,2021,1 Season,Crime TV Shows,"The crime shocked Brazil: Elize Matsunaga shot and dismembered her rich husband. Featuring her first interview, this docuseries dives deep into the case."
TV Show,RESIDENT EVIL: Infinite Darkness,2021,1 Season,Anime Series,"Years after the horrors of Raccoon City, Leon and Claire find themselves consumed by a dark conspiracy when a viral attack ravages the White House."
TV Show,Cat People,2021,1 Season,Docuseries,"Cat people come in all shapes and sizes, but they share a love for their enchanting, unique feline friends. This docuseries reveals their tales."
TV Show,Dogs,2021,2 Seasons,Docuseries,"These six intimate stories explore the abiding emotional bonds that form between dogs and their caregivers, no matter the circumstances."
TV Show,The Mire,2021,2 Seasons,Crime TV Shows,"In an early-'80s Polish town, a prostitute and a youth leader are found killed, but the police's handling of the case makes two journalists suspicious."
