type,title,release_year,duration,listed_in,description
Movie,Motu Patlu in the Game of Zones,2019,87 min,Family Movies,"A board game becomes all too real for buddies Motu and Patlu when they get transported into its world of monsters, magic and mayhem."
Movie,Motu Patlu in Wonderland,2013,76 min,Family Movies,"When pals Motu and Patlu take a ride in their scientist friend’s newly built plane, a crash-landing on a strange island leads to action and adventure."
Movie,Motu Patlu: Deep Sea Adventure,2014,76 min,Family Movies,Friends Motu and Patlu get more maritime excitement than anticipated when the sinking of their ship sends them on a journey through the ocean floor!
Movie,Motu Patlu: Mission Moon,2013,71 min,Family Movies,An otherworldly enemy has been turning the moon’s soil into gold for his own greedy interests! Can friends Motu and Patlu stop him?
Movie,The Yeti Adventures,2018,85 min,Family Movies,An explorer and a detective set off for the snow-capped Himalayas to try to prove the existence of the mystical Yeti in this animated adventure.
Movie,The Mitchells vs. The Machines,2021,114 min,Family Movies,A robot apocalypse put the brakes on their cross-country road trip. Now it’s up to the Mitchells — the world’s weirdest family — to save the human race.
Movie,Keymon and Nani in Space Adventure,2013,76 min,Family Movies,"For Rohan and his magical pal, Keymon, a trip to visit their grandmother turns into the rescue mission of a lifetime when she is kidnapped by aliens!"
Movie,Motu Patlu Dino Invasion,2018,80 min,Family Movies,"A time machine sends Motu and Patlu back to the dinosaur period, but the real trouble starts when the reptiles travel back to the present day with them!"
Movie,Motu Patlu in Octupus World,2017,81 min,Family Movies,"While returning a goldfish and an octopus from an aquarium to the sea, Motu and Patlu must also save the goldfish’s family from a mean, tentacled queen."
Movie,Motu Patlu VS Robo Kids,2019,84 min,Family Movies,"For Motu, facing off against three children becomes an unexpected challenge when he realizes they have superstrength — and a secret!"
Movie,Rudra: Secret of the Black Moon,2020,87 min,Family Movies,"Kid magician Rudra sets out to save Earth from the demon of Black Moon planet, but can he get the job done if his spells don’t work on enemy territory?"
Movie,Rudra: The Rise of King Pharaoh,2019,91 min,Family Movies,"When a malicious, resurrected mummy begins to steal the energy of young people in Mumbai, kid magician Rudra must use his special powers to stop him."
Movie,Arlo the Alligator Boy,2021,93 min,Family Movies,"To find the father he never knew, optimistic Arlo leaves his swampy Southern home for New York City, making friends along the way. A musical adventure."
Movie,Barbie & Chelsea: The Lost Birthday,2021,60 min,Family Movies,"When Barbie’s sister Chelsea thinks her birthday has been skipped, she hunts for a magic gem on a jungle island that will grant her wish to get it back."
Movie,Four Sisters Before the Wedding,2020,116 min,Family Movies,"When their parents' marriage threatens to crumble, the teenage Salazar siblings plot to reconcile them before their 20th wedding anniversary."
Movie,Motu Patlu in Hong Kong: Kung Fu Kings 3,2017,84 min,Family Movies,"With a dangerous villain to defeat in Hong Kong, Motu takes his martial arts skills to the next level, training with a boneless master to face the foe."
Movie,Motu Patlu in the City of Gold,2018,77 min,Family Movies,"Defeated by the strong yet naive Motu in a race, an evil horseback rider challenges him to a more dangerous mission: finding a lost city of treasure!"
Movie,Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers,2018,86 min,Family Movies,"While in Japan, best friends Motu and Patlu have only one month to train for an epic martial arts battle against two wicked but highly skilled brothers."
Movie,Motu Patlu the Superheroes – Super Villains from Mars,2019,79 min,Family Movies,"Friends Motu and Patlu must save the world from three space thieves, but the job gets much harder when a cosmic collision gives the enemies superpowers!"
Movie,Shiva VS Autobots,2018,80 min,Family Movies,"When an evil enemy gains control of a gadget that sends vehicles destructively spinning out of control, kid superhero Shiva must stop the chaos!"
Movie,Shiva: Journey to Plunotaria,2019,81 min,Family Movies,Young superhero Shiva must use his powers to thwart a scheming scientist’s plans to blast Earth with explosive pellets from planet Plunotaria.
Movie,Shiva: The Secret World Of Vedas City,2017,78 min,Family Movies,"When the residents of Vedas are ordered to evacuate by a prince who claims the town as his own, young Shiva sets out to save the city and its citizens."
Movie,The Last Kids on Earth: Happy Apocalypse to You,2021,92 min,Family Movies,"Help Jack and his monster-battling friends make choices to stay alive — and have some fun — in this interactive ""Last Kids on Earth"" adventure!"
Movie,Escape from Planet Earth,2013,89 min,Family Movies,"This all-ages animated comedy follows the adventures of astronaut Scorch Supernova, a hero of the blue aliens who has a vast appetite for adventure."
